I0,I1,I2,I3
1.000000,0.982287,-0.007989,136321.734375
1.000000,1.012995,0.005733,136322.062500
1.000000,0.995488,0.001343,136322.390625
1.000000,1.004419,0.004055,136322.718750
1.000000,0.999068,0.000115,136323.046875
1.000000,0.988729,-0.009620,136323.375000
1.000000,0.996569,-0.001338,136323.703125
1.000000,1.015485,0.010077,136324.031250
1.000000,0.982669,-0.015626,136324.359375
1.000000,1.011896,0.014194,136324.687500
1.000000,1.006908,0.008398,136325.015625
1.000000,1.016203,0.009253,136325.343750
1.000000,0.990855,-0.003420,136325.671875
1.000000,1.006581,-0.001306,136326.000000
1.000000,0.992999,-0.003000,136326.328125
1.000000,1.019410,0.012773,136326.656250
1.000000,0.987666,-0.012720,136326.984375
1.000000,0.994416,0.001133,136327.312500
1.000000,0.996233,-0.008151,136327.640625
1.000000,0.986930,-0.006116,136327.968750
1.000000,1.028349,0.012595,136328.296875
1.000000,0.982287,-0.007989,136328.625000
1.000000,0.973012,-0.014624,136328.953125
1.000000,1.018319,0.018343,136329.281250
1.000000,0.975492,-0.007391,136329.609375
1.000000,1.004074,0.000131,136329.937500
1.000000,0.989428,-0.004663,136330.265625
1.000000,1.003701,0.004878,136330.593750
1.000000,1.022608,0.019183,136330.921875
1.000000,1.015503,0.004296,136331.250000
1.000000,0.968024,-0.020421,136331.578125
1.000000,1.003011,-0.002969,136331.906250
1.000000,1.008326,0.012531,136332.234375
1.000000,0.978372,-0.013575,136332.562500
1.000000,1.011578,0.001600,136332.890625
1.000000,1.011887,0.017084,136333.218750
1.000000,0.996242,-0.011041,136333.546875
1.000000,0.996905,0.005476,136333.875000
1.000000,1.002993,0.002812,136334.203125
1.000000,0.990528,-0.013124,136334.531250
1.000000,0.974801,-0.015238,136334.859375
1.000000,1.030485,0.015904,136335.187500
1.000000,1.010115,0.011918,136335.515625
1.000000,0.996569,-0.001338,136335.843750
1.000000,0.984822,-0.018097,136336.171875
1.000000,1.018710,0.007816,136336.500000
1.000000,0.996560,0.001553,136336.828125
1.000000,1.001194,0.006316,136337.156250
1.000000,0.993717,-0.003824,136337.484375
1.000000,0.989456,-0.013334,136337.812500
1.000000,1.020854,0.008236,136338.140625
1.000000,0.996915,0.002586,136338.468750
1.000000,0.986976,-0.020567,136338.796875
1.000000,1.000476,0.007139,136339.125000
1.000000,1.018337,0.012563,136339.453125
1.000000,0.996933,-0.003194,136339.781250
1.000000,0.998704,0.001972,136340.109375
1.000000,1.010115,0.011918,136340.437500
1.000000,0.993744,-0.012494,136340.765625
1.000000,0.999086,-0.005665,136341.093750
1.000000,0.995534,-0.013108,136341.421875
1.000000,0.999113,-0.014336,136341.750000
1.000000,0.997996,-0.000094,136342.078125
1.000000,1.011923,0.005524,136342.406250
1.000000,0.989438,-0.007553,136342.734375
1.000000,0.989074,-0.005697,136343.062500
1.000000,1.021899,0.017116,136343.390625
1.000000,0.981215,-0.008199,136343.718750
1.000000,1.006536,0.013145,136344.046875
1.000000,0.999767,0.005072,136344.375000
1.000000,1.005891,-0.009153,136344.703125
1.000000,1.004056,0.005912,136345.031250
1.000000,1.001884,0.014163,136345.359375
1.000000,1.006945,-0.003163,136345.687500
1.000000,0.995488,0.001343,136346.015625
1.000000,1.009798,-0.000676,136346.343750
1.000000,0.998668,0.013533,136346.671875
1.000000,1.005164,-0.005439,136347.000000
1.000000,1.001221,-0.002355,136347.328125
1.000000,0.989047,0.002974,136347.656250
1.000000,1.011187,0.012128,136347.984375
1.000000,0.986948,-0.011897,136348.312500
1.000000,1.019046,0.014630,136348.640625
1.000000,1.016193,0.012143,136348.968750
1.000000,1.015494,0.007186,136349.296875
1.000000,1.004083,-0.002759,136349.625000
1.000000,0.987284,-0.005083,136349.953125
1.000000,1.005146,0.000341,136350.281250
1.000000,0.981252,-0.019759,136350.609375
1.000000,0.993371,-0.007747,136350.937500
1.000000,1.002266,0.006525,136351.265625
1.000000,0.983005,-0.008812,136351.593750
1.000000,1.016911,0.011320,136351.921875
1.000000,0.984068,-0.005712,136352.250000
1.000000,1.011569,0.004490,136352.578125
1.000000,0.993744,-0.012494,136352.906250
1.000000,1.009071,0.003037,136353.234375
1.000000,0.999795,-0.003598,136353.562500
1.000000,0.990855,-0.003420,136353.890625
1.000000,1.007653,-0.001096,136354.218750
1.000000,1.000094,0.014776,136354.546875
1.000000,1.009761,0.010884,136354.875000
1.000000,0.980507,-0.010265,136355.203125
1.000000,1.003020,-0.005859,136355.531250
1.000000,0.984822,-0.018097,136355.859375
1.000000,0.996206,0.000519,136356.187500
1.000000,1.009416,0.006961,136356.515625
1.000000,1.013332,0.012547,136356.843750
1.000000,1.027259,0.018165,136357.171875
1.000000,0.981970,-0.020583,136357.500000
1.000000,0.989801,-0.009410,136357.828125
1.000000,1.008698,0.007784,136358.156250
1.000000,0.994771,0.002166,136358.484375
1.000000,1.009071,0.003037,136358.812500
1.000000,1.006545,0.010255,136359.140625
1.000000,0.999795,-0.003598,136359.468750
1.000000,1.002284,0.000745,136359.796875
1.000000,1.016175,0.017924,136360.125000
1.000000,1.004792,-0.000692,136360.453125
1.000000,0.985149,-0.008393,136360.781250
1.000000,1.006908,0.008398,136361.109375
1.000000,1.010134,0.006137,136361.437500
1.000000,1.002284,0.000745,136361.765625
1.000000,1.014767,0.010900,136362.093750
1.000000,0.987639,-0.004049,136362.421875
1.000000,1.015503,0.004296,136362.750000
1.000000,1.010125,0.009028,136363.078125
1.000000,1.002666,-0.006892,136363.406250
1.000000,0.988702,-0.000949,136363.734375
1.000000,1.002620,0.007559,136364.062500
1.000000,0.966961,-0.023521,136364.390625
1.000000,0.999413,0.004039,136364.718750
1.000000,1.027268,0.015275,136365.046875
1.000000,1.009071,0.003037,136365.375000
1.000000,0.998759,-0.015369,136365.703125
1.000000,1.000485,0.004249,136366.031250
1.000000,0.991936,-0.006100,136366.359375
1.000000,1.002302,-0.005035,136366.687500
1.000000,0.991200,0.000504,136367.015625
1.000000,1.006927,0.002618,136367.343750
1.000000,0.985495,-0.004469,136367.671875
1.000000,1.008362,0.000971,136368.000000
1.000000,1.002983,0.005702,136368.328125
1.000000,1.007635,0.004684,136368.656250
1.000000,0.989474,-0.019114,136368.984375
1.000000,0.988011,-0.008797,136369.312500
1.000000,1.012641,0.004700,136369.640625
1.000000,0.991954,-0.011881,136369.968750
1.000000,0.998023,-0.008765,136370.296875
1.000000,1.005845,0.005298,136370.625000
1.000000,1.013695,0.010690,136370.953125
1.000000,0.995534,-0.013108,136371.281250
1.000000,0.999749,0.010853,136371.609375
1.000000,1.019055,0.011739,136371.937500
1.000000,0.991591,-0.010024,136372.265625
1.000000,0.998359,-0.001951,136372.593750
1.000000,1.012968,0.014404,136372.921875
1.000000,0.989447,-0.010444,136373.250000
1.000000,1.006545,0.010255,136373.578125
1.000000,0.981243,-0.016869,136373.906250
1.000000,1.015839,0.011110,136374.234375
1.000000,0.989074,-0.005697,136374.562500
1.000000,0.990482,0.001327,136374.890625
1.000000,0.985840,-0.000546,136375.218750
1.000000,0.996215,-0.002371,136375.546875
1.000000,1.010833,0.011094,136375.875000
1.000000,0.983723,-0.009636,136376.203125
1.000000,1.004083,-0.002759,136376.531250
1.000000,1.005491,0.004265,136376.859375
1.000000,1.010842,0.008204,136377.187500
1.000000,0.996215,-0.002371,136377.515625
1.000000,0.995843,0.002376,136377.843750
1.000000,0.984795,-0.009426,136378.171875
1.000000,1.017956,0.020200,136378.500000
1.000000,1.009080,0.000147,136378.828125
1.000000,0.987648,-0.006940,136379.156250
1.000000,1.010860,0.002424,136379.484375
1.000000,0.994089,-0.008571,136379.812500
1.000000,1.002983,0.005702,136380.140625
1.000000,1.018701,0.010706,136380.468750
1.000000,0.991563,-0.001353,136380.796875
1.000000,1.003710,0.001988,136381.125000
1.000000,0.976228,-0.013995,136381.453125
1.000000,0.988366,-0.007763,136381.781250
1.000000,1.017265,0.012353,136382.109375
1.000000,1.000821,0.011063,136382.437500
1.000000,1.004410,0.006945,136382.765625
1.000000,0.983350,-0.004889,136383.093750
1.000000,1.008362,0.000971,136383.421875
1.000000,0.986930,-0.006116,136383.750000
1.000000,1.013350,0.006767,136384.078125
1.000000,1.007644,0.001794,136384.406250
1.000000,1.004746,0.013759,136384.734375
1.000000,0.995861,-0.003404,136385.062500
1.000000,1.001566,0.001568,136385.390625
1.000000,0.999050,0.005896,136385.718750
1.000000,0.990164,-0.011267,136386.046875
1.000000,0.980162,-0.014189,136386.375000
1.000000,0.998014,-0.005875,136386.703125
1.000000,1.008707,0.004894,136387.031250
1.000000,0.995525,-0.010218,136387.359375
1.000000,0.992654,-0.006924,136387.687500
1.000000,0.999776,0.002182,136388.015625
1.000000,0.985159,-0.011283,136388.343750
1.000000,1.005500,0.001374,136388.671875
1.000000,0.979807,-0.015222,136389.000000
1.000000,0.991563,-0.001353,136389.328125
1.000000,1.002993,0.002812,136389.656250
1.000000,0.984423,-0.004679,136389.984375
1.000000,1.000458,0.012919,136390.312500
1.000000,1.000849,0.002392,136390.640625
1.000000,1.001930,-0.000288,136390.968750
1.000000,1.005491,0.004265,136391.296875
1.000000,1.020118,0.014840,136391.625000
1.000000,0.984395,0.003992,136391.953125
1.000000,1.000512,-0.004422,136392.281250
1.000000,0.995516,-0.007328,136392.609375
1.000000,0.992663,-0.009814,136392.937500
1.000000,1.005827,0.011078,136393.265625
1.000000,1.010870,-0.000467,136393.593750
1.000000,0.983732,-0.012526,136393.921875
1.000000,1.013695,0.010690,136394.250000
1.000000,1.010134,0.006137,136394.578125
1.000000,0.989428,-0.004663,136394.906250
1.000000,0.989456,-0.013334,136395.234375
1.000000,0.987312,-0.013753,136395.562500
1.000000,0.991246,-0.013947,136395.890625
1.000000,0.992635,-0.001144,136396.218750
1.000000,1.020100,0.020620,136396.546875
1.000000,1.002293,-0.002145,136396.875000
1.000000,1.010870,-0.000467,136397.203125
1.000000,0.992999,-0.003000,136397.531250
1.000000,0.995134,0.000310,136397.859375
1.000000,1.010134,0.006137,136398.187500
1.000000,0.984059,-0.002822,136398.515625
1.000000,1.015121,0.011934,136398.843750
1.000000,0.996197,0.003410,136399.171875
1.000000,1.001585,-0.004212,136399.500000
1.000000,0.997278,0.000729,136399.828125
1.000000,1.007308,-0.005020,136400.156250
1.000000,1.006554,0.007365,136400.484375
1.000000,1.007281,0.003651,136400.812500
1.000000,1.002629,0.004669,136401.140625
1.000000,0.988375,-0.010653,136401.468750
1.000000,1.004455,-0.007506,136401.796875
1.000000,0.995488,0.001343,136402.125000
1.000000,1.004474,-0.013286,136402.453125
1.000000,0.985858,-0.006326,136402.781250
1.000000,1.006227,-0.002339,136403.109375
1.000000,0.980879,-0.015012,136403.437500
1.000000,1.011896,0.014194,136403.765625
1.000000,1.011560,0.007380,136404.093750
1.000000,1.005128,0.006122,136404.421875
1.000000,0.989828,-0.018081,136404.750000
1.000000,1.002647,-0.001112,136405.078125
1.000000,1.003002,-0.000079,136405.406250
1.000000,0.992645,-0.004034,136405.734375
1.000000,1.006218,0.000551,136406.062500
1.000000,0.986212,-0.005293,136406.390625
1.000000,1.009434,0.001180,136406.718750
1.000000,1.005854,0.002408,136407.046875
1.000000,1.016203,0.009253,136407.375000
1.000000,1.014049,0.011724,136407.703125
1.000000,1.010125,0.009028,136408.031250
1.000000,0.993735,-0.009604,136408.359375
1.000000,1.001194,0.006316,136408.687500
1.000000,1.010824,0.013984,136409.015625
1.000000,1.015121,0.011934,136409.343750
1.000000,1.001930,-0.000288,136409.671875
1.000000,0.981561,-0.004275,136410.000000
1.000000,1.009398,0.012741,136410.328125
1.000000,0.979080,-0.011509,136410.656250
1.000000,0.993353,-0.001967,136410.984375
1.000000,1.018319,0.018343,136411.312500
1.000000,1.009052,0.008818,136411.640625
1.000000,0.988347,-0.001983,136411.968750
1.000000,0.998359,-0.001951,136412.296875
1.000000,1.004428,0.001165,136412.625000
1.000000,0.988729,-0.009620,136412.953125
1.000000,1.022962,0.020216,136413.281250
1.000000,1.002293,-0.002145,136413.609375
1.000000,1.001221,-0.002355,136413.937500
1.000000,1.013695,0.010690,136414.265625
1.000000,0.995143,-0.002581,136414.593750
1.000000,0.986939,-0.009006,136414.921875
1.000000,1.011569,0.004490,136415.250000
1.000000,1.015830,0.014000,136415.578125
1.000000,0.975883,-0.017918,136415.906250
1.000000,1.005482,0.007155,136416.234375
1.000000,1.001203,0.003425,136416.562500
1.000000,0.998005,-0.002985,136416.890625
1.000000,0.990473,0.004217,136417.218750
1.000000,0.999422,0.001149,136417.546875
1.000000,0.996588,-0.007118,136417.875000
1.000000,1.034754,0.022524,136418.203125
1.000000,0.998704,0.001972,136418.531250
1.000000,0.999459,-0.010412,136418.859375
1.000000,0.994416,0.001133,136419.187500
1.000000,0.996579,-0.004228,136419.515625
1.000000,0.994053,0.002990,136419.843750
1.000000,1.003347,0.003845,136420.171875
1.000000,1.002993,0.002812,136420.500000
1.000000,1.025833,0.016922,136420.828125
1.000000,0.990510,-0.007344,136421.156250
1.000000,1.005491,0.004265,136421.484375
1.000000,0.978017,-0.014609,136421.812500
1.000000,0.986948,-0.011897,136422.140625
1.000000,1.001939,-0.003179,136422.468750
1.000000,0.988747,-0.015400,136422.796875
1.000000,0.999022,0.014566,136423.125000
1.000000,1.008716,0.002004,136423.453125
1.000000,0.999413,0.004039,136423.781250
1.000000,1.025115,0.017746,136424.109375
1.000000,0.999059,0.003006,136424.437500
1.000000,1.006945,-0.003163,136424.765625
1.000000,0.994425,-0.001757,136425.093750
1.000000,0.990882,-0.012091,136425.421875
1.000000,0.993717,-0.003824,136425.750000
1.000000,1.013350,0.006767,136426.078125
1.000000,0.991945,-0.008991,136426.406250
1.000000,0.986948,-0.011897,136426.734375
1.000000,1.005491,0.004265,136427.062500
1.000000,0.997987,0.002796,136427.390625
1.000000,0.993045,-0.017451,136427.718750
1.000000,1.006191,0.009222,136428.046875
1.000000,0.998741,-0.009588,136428.375000
1.000000,1.004083,-0.002759,136428.703125
1.000000,0.996579,-0.004228,136429.031250
1.000000,1.001194,0.006316,136429.359375
1.000000,1.007653,-0.001096,136429.687500
1.000000,0.982324,-0.019550,136430.015625
1.000000,1.009080,0.000147,136430.343750
1.000000,0.989456,-0.013334,136430.671875
1.000000,1.012623,0.010481,136431.000000
1.000000,1.008707,0.004894,136431.328125
1.000000,0.981942,-0.011912,136431.656250
1.000000,1.000122,0.006106,136431.984375
1.000000,0.986939,-0.009006,136432.312500
1.000000,1.006936,-0.000273,136432.640625
1.000000,0.985858,-0.006326,136432.968750
1.000000,1.007999,0.002827,136433.296875
1.000000,0.995143,-0.002581,136433.625000
1.000000,0.997660,-0.006908,136433.953125
1.000000,1.005891,-0.009153,136434.281250
1.000000,0.994761,0.005057,136434.609375
1.000000,1.019083,0.003069,136434.937500
1.000000,0.983014,-0.011703,136435.265625
1.000000,1.017620,0.013387,136435.593750
1.000000,0.984795,-0.009426,136435.921875
1.000000,0.959493,-0.036550,136436.250000
1.000000,1.006200,0.006331,136436.578125
1.000000,0.995870,-0.006294,136436.906250
1.000000,0.999059,0.003006,136437.234375
1.000000,1.001594,-0.007102,136437.562500
1.000000,1.009816,-0.006457,136437.890625
1.000000,1.007626,0.007575,136438.218750
1.000000,1.010125,0.009028,136438.546875
1.000000,0.991209,-0.002387,136438.875000
1.000000,0.996242,-0.011041,136439.203125
1.000000,0.981915,-0.003242,136439.531250
1.000000,1.000113,0.008996,136439.859375
1.000000,0.987648,-0.006940,136440.187500
1.000000,1.014431,0.004086,136440.515625
1.000000,1.006181,0.012112,136440.843750
1.000000,0.983405,-0.022230,136441.171875
1.000000,1.018001,0.005749,136441.500000
1.000000,0.985476,0.001311,136441.828125
1.000000,1.016911,0.011320,136442.156250
1.000000,0.991200,0.000504,136442.484375
1.000000,1.011932,0.002633,136442.812500
1.000000,0.988029,-0.014577,136443.140625
1.000000,0.995125,0.003200,136443.468750
1.000000,1.005128,0.006122,136443.796875
1.000000,1.020845,0.011126,136444.125000
1.000000,0.984795,-0.009426,136444.453125
1.000000,1.000894,-0.012059,136444.781250
1.000000,0.981933,-0.009022,136445.109375
1.000000,1.013350,0.006767,136445.437500
1.000000,1.011206,0.006347,136445.765625
1.000000,0.989428,-0.004663,136446.093750
1.000000,1.022962,0.020216,136446.421875
1.000000,1.000821,0.011063,136446.750000
1.000000,1.014794,0.002230,136447.078125
1.000000,0.991227,-0.008167,136447.406250
1.000000,0.985913,-0.023667,136447.734375
1.000000,0.976246,-0.019775,136448.062500
1.000000,0.986585,-0.010040,136448.390625
1.000000,1.006917,0.005508,136448.718750
1.000000,0.991554,0.001537,136449.046875
1.000000,1.015839,0.011110,136449.375000
1.000000,1.004410,0.006945,136449.703125
1.000000,0.995534,-0.013108,136450.031250
1.000000,0.985885,-0.014997,136450.359375
1.000000,0.997305,-0.007941,136450.687500
1.000000,1.001557,0.004459,136451.015625
1.000000,1.004446,-0.004616,136451.343750
1.000000,0.999431,-0.001741,136451.671875
1.000000,1.011551,0.010271,136452.000000
1.000000,1.009025,0.017488,136452.328125
1.000000,1.006563,0.004474,136452.656250
1.000000,1.007281,0.003651,136452.984375
1.000000,0.996569,-0.001338,136453.312500
1.000000,1.008344,0.006751,136453.640625
1.000000,0.992299,-0.007957,136453.968750
1.000000,1.009034,0.014598,136454.296875
1.000000,0.971576,-0.012977,136454.625000
1.000000,1.005137,0.003231,136454.953125
1.000000,0.988702,-0.000949,136455.281250
1.000000,0.984822,-0.018097,136455.609375
1.000000,1.002620,0.007559,136455.937500
1.000000,1.005128,0.006122,136456.265625
1.000000,0.997287,-0.002161,136456.593750
1.000000,1.008362,0.000971,136456.921875
1.000000,1.002983,0.005702,136457.250000
1.000000,1.020845,0.011126,136457.578125
1.000000,0.991927,-0.003210,136457.906250
1.000000,1.004465,-0.010396,136458.234375
1.000000,1.012641,0.004700,136458.562500
1.000000,0.990510,-0.007344,136458.890625
1.000000,1.016955,0.000628,136459.218750
1.000000,0.978601,-0.020050,136459.546875
1.000000,0.998393,0.007731,136459.875000
1.000000,1.005197,0.009971,136460.203125
1.000000,1.007292,-0.001186,136460.531250
1.000000,0.986906,-0.002126,136460.859375
1.000000,1.009841,0.008918,136461.187500
1.000000,0.996220,0.001548,136461.515625
1.000000,1.015170,0.001256,136461.843750
1.000000,1.010592,0.016760,136462.171875
1.000000,1.011652,0.014071,136462.500000
1.000000,0.985418,-0.014919,136462.828125
1.000000,0.997306,0.004639,136463.156250
1.000000,1.009492,0.010778,136463.484375
1.000000,0.997643,-0.000110,136463.812500
1.000000,0.998341,-0.003830,136464.140625
1.000000,0.977929,-0.010550,136464.468750
1.000000,1.010862,-0.002441,136464.796875
1.000000,0.997630,-0.003001,136465.125000
1.000000,1.001549,-0.006115,136465.453125
1.000000,0.992934,-0.013508,136465.781250
1.000000,0.994461,0.007955,136466.109375
1.000000,1.012324,0.004572,136466.437500
1.000000,0.992934,-0.013508,136466.765625
1.000000,1.023087,0.012368,136467.093750
1.000000,0.977217,-0.009721,136467.421875
1.000000,1.003360,-0.000962,136467.750000
1.000000,1.012014,0.015102,136468.078125
1.000000,0.995120,-0.004434,136468.406250
1.000000,0.990812,-0.008131,136468.734375
1.000000,1.008405,0.007686,136469.062500
1.000000,1.004097,0.003989,136469.390625
1.000000,1.005132,-0.004480,136469.718750
1.000000,1.003024,0.003788,136470.046875
1.000000,1.013424,0.010554,136470.375000
1.000000,1.004071,-0.001791,136470.703125
1.000000,0.982573,-0.011603,136471.031250
1.000000,1.000514,0.002354,136471.359375
1.000000,0.995430,-0.014964,136471.687500
1.000000,1.000139,-0.001567,136472.015625
1.000000,0.983323,-0.003762,136472.343750
1.000000,1.012726,0.014273,136472.671875
1.000000,1.006258,0.007283,136473.000000
1.000000,1.011251,0.004370,136473.328125
1.000000,0.994422,-0.000715,136473.656250
1.000000,0.990437,-0.012052,136473.984375
1.000000,0.983297,-0.009542,136474.312500
1.000000,0.999441,0.002152,136474.640625
1.000000,1.012390,0.019023,136474.968750
1.000000,1.005856,-0.002418,136475.296875
1.000000,0.991886,-0.007929,136475.625000
1.000000,0.998018,0.003810,136475.953125
1.000000,1.000165,0.004214,136476.281250
1.000000,0.997979,-0.004860,136476.609375
1.000000,1.007357,0.013265,136476.937500
1.000000,0.987605,-0.005846,136477.265625
1.000000,1.009090,0.001077,136477.593750
1.000000,1.013062,0.009523,136477.921875
1.000000,1.006568,-0.003247,136478.250000
1.000000,0.989338,-0.018034,136478.578125
1.000000,0.990852,0.000540,136478.906250
1.000000,1.002959,-0.010663,136479.234375
1.000000,0.991860,-0.013710,136479.562500
1.000000,1.015571,0.010957,136479.890625
1.000000,0.987967,-0.004815,136480.218750
1.000000,0.989700,-0.017003,136480.546875
1.000000,1.007681,0.005625,136480.875000
1.000000,0.994046,-0.004636,136481.203125
1.000000,1.002286,-0.001164,136481.531250
1.000000,1.001963,0.006476,136481.859375
1.000000,1.016270,0.007238,136482.187500
1.000000,1.005559,0.011002,136482.515625
1.000000,1.021315,0.015886,136482.843750
1.000000,0.994745,-0.008355,136483.171875
1.000000,1.002662,0.002757,136483.500000
1.000000,1.002609,-0.008803,136483.828125
1.000000,0.981887,-0.004994,136484.156250
1.000000,0.980438,-0.009116,136484.484375
1.000000,1.001575,-0.000335,136484.812500
1.000000,1.016632,0.008268,136485.140625
1.000000,1.004058,-0.004681,136485.468750
1.000000,0.987670,0.008605,136485.796875
1.000000,1.012337,0.007462,136486.125000
1.000000,0.980412,-0.014897,136486.453125
1.000000,1.009130,0.009747,136486.781250
1.000000,0.977903,-0.016330,136487.109375
1.000000,1.022725,0.011337,136487.437500
1.000000,0.983995,-0.013261,136487.765625
1.000000,0.986906,-0.002126,136488.093750
1.000000,1.025234,0.012771,136488.421875
1.000000,1.008793,0.014497,136488.750000
1.000000,1.015196,0.007036,136489.078125
1.000000,1.008069,0.012436,136489.406250
1.000000,0.990489,-0.000491,136489.734375
1.000000,1.014847,0.008896,136490.062500
1.000000,0.990140,0.001369,136490.390625
1.000000,1.006969,0.006454,136490.718750
1.000000,1.000113,-0.007347,136491.046875
1.000000,0.983297,-0.009542,136491.375000
1.000000,1.007279,-0.004076,136491.703125
1.000000,1.015986,0.023548,136492.031250
1.000000,0.982560,-0.014493,136492.359375
1.000000,1.024523,0.013600,136492.687500
1.000000,0.974992,-0.027465,136493.015625
1.000000,1.009413,-0.006563,136493.343750
1.000000,0.990476,-0.003381,136493.671875
1.000000,1.009103,0.003967,136494.000000
1.000000,0.983284,-0.012432,136494.328125
1.000000,0.988006,0.003856,136494.656250
1.000000,1.018042,0.003720,136494.984375
1.000000,1.008806,0.017387,136495.312500
1.000000,1.006206,-0.004278,136495.640625
1.000000,1.000488,-0.003426,136495.968750
1.000000,0.994073,0.001144,136496.296875
1.000000,1.007357,0.013265,136496.625000
1.000000,1.001226,0.001525,136496.953125
1.000000,1.019128,0.006812,136497.281250
1.000000,0.997254,-0.006921,136497.609375
1.000000,1.006943,0.000673,136497.937500
1.000000,0.990529,0.008180,136498.265625
1.000000,0.990516,0.005289,136498.593750
1.000000,1.031702,0.019761,136498.921875
1.000000,0.998380,0.004841,136499.250000
1.000000,1.015894,0.003317,136499.578125
1.000000,0.992301,0.004662,136499.906250
1.000000,1.010565,0.010979,136500.234375
1.000000,0.987954,-0.007705,136500.562500
1.000000,0.991537,-0.006070,136500.890625
1.000000,1.007292,-0.001186,136501.218750
1.000000,1.020590,0.013824,136501.546875
1.000000,0.997656,0.002780,136501.875000
1.000000,0.991472,-0.020521,136502.203125
1.000000,0.992584,-0.011648,136502.531250
1.000000,1.006917,-0.005107,136502.859375
1.000000,1.011251,0.004370,136503.187500
1.000000,1.004071,-0.001791,136503.515625
1.000000,0.999803,0.003183,136503.843750
1.000000,0.990424,-0.014942,136504.171875
1.000000,1.011665,0.016961,136504.500000
1.000000,1.007694,0.008515,136504.828125
1.000000,0.999415,-0.003628,136505.156250
1.000000,0.991899,-0.005039,136505.484375
1.000000,1.009453,0.002107,136505.812500
1.000000,1.004473,0.007910,136506.140625
1.000000,0.985160,0.007172,136506.468750
1.000000,1.000152,0.001323,136506.796875
1.000000,0.993309,-0.009587,136507.125000
1.000000,1.012700,0.008492,136507.453125
1.000000,0.997617,-0.005891,136507.781250
1.000000,0.999428,-0.000738,136508.109375
1.000000,0.983271,-0.015322,136508.437500
1.000000,1.000540,0.008134,136508.765625
1.000000,1.011225,-0.001410,136509.093750
1.000000,0.996194,-0.004233,136509.421875
1.000000,1.014109,0.003944,136509.750000
1.000000,0.984720,-0.011200,136510.078125
1.000000,1.001937,0.000696,136510.406250
1.000000,1.016994,0.009299,136510.734375
1.000000,0.971435,-0.023320,136511.062500
1.000000,1.007668,0.002735,136511.390625
1.000000,0.997346,0.013310,136511.718750
1.000000,0.998018,0.003810,136512.046875
1.000000,1.017356,0.010329,136512.375000
1.000000,0.994435,0.002175,136512.703125
1.000000,0.996504,-0.014763,136513.031250
1.000000,0.998005,0.000920,136513.359375
1.000000,1.012687,0.005602,136513.687500
1.000000,0.989752,-0.005442,136514.015625
1.000000,0.995185,0.010017,136514.343750
1.000000,1.018417,0.007641,136514.671875
1.000000,1.003386,0.004818,136515.000000
1.000000,1.018766,0.005781,136515.328125
1.000000,1.007668,0.002735,136515.656250
1.000000,0.981809,-0.022335,136515.984375
1.000000,1.016283,0.010128,136516.312500
1.000000,0.980425,-0.012006,136516.640625
1.000000,1.013372,-0.001007,136516.968750
1.000000,1.003011,0.000898,136517.296875
1.000000,1.015196,0.007036,136517.625000
1.000000,0.983323,-0.003762,136517.953125
1.000000,0.991188,-0.004210,136518.281250
1.000000,1.006982,0.009344,136518.609375
1.000000,0.991550,-0.003180,136518.937500
1.000000,0.998328,-0.006720,136519.265625
1.000000,0.983284,-0.012432,136519.593750
1.000000,0.989001,-0.013284,136519.921875
1.000000,1.011251,0.004370,136520.250000
1.000000,0.993736,0.005894,136520.578125
1.000000,0.994706,-0.017026,136520.906250
1.000000,0.985095,-0.007279,136521.234375
1.000000,1.009479,0.007888,136521.562500
1.000000,1.001575,-0.000335,136521.890625
1.000000,1.002273,-0.004054,136522.218750
1.000000,0.999751,-0.008378,136522.546875
1.000000,1.004447,0.002130,136522.875000
1.000000,1.008767,0.008717,136523.203125
1.000000,1.008806,0.017387,136523.531250
1.000000,1.005856,-0.002418,136523.859375
1.000000,0.983297,-0.009542,136524.187500
1.000000,0.991951,0.006522,136524.515625
1.000000,1.014485,0.007865,136524.843750
1.000000,1.002609,-0.008803,136525.171875
1.000000,1.007279,-0.004076,136525.500000
1.000000,1.013437,0.013444,136525.828125
1.000000,0.989752,-0.005442,136526.156250
1.000000,0.973918,-0.027667,136526.484375
1.000000,0.992624,-0.002978,136526.812500
1.000000,0.984746,-0.005420,136527.140625
1.000000,1.006219,-0.001388,136527.468750
1.000000,0.992999,0.000943,136527.796875
1.000000,1.023811,0.014429,136528.125000
1.000000,1.015947,0.014878,136528.453125
1.000000,0.997617,-0.005891,136528.781250
1.000000,1.012661,-0.000178,136529.109375
1.000000,0.987993,0.000965,136529.437500
1.000000,1.011975,0.006431,136529.765625
1.000000,0.991550,-0.003180,136530.093750
1.000000,1.017343,0.007439,136530.421875
1.000000,0.992973,-0.004837,136530.750000
1.000000,1.012337,0.007462,136531.078125
1.000000,0.996905,-0.005062,136531.406250
1.000000,0.949574,-0.034163,136531.734375
1.000000,0.986880,-0.007907,136532.062500
1.000000,0.980425,-0.012006,136532.390625
1.000000,0.997992,-0.001970,136532.718750
1.000000,1.003347,-0.003852,136533.046875
1.000000,1.004111,0.006880,136533.375000
1.000000,0.992624,-0.002978,136533.703125
1.000000,1.002635,-0.003023,136534.031250
1.000000,1.015209,0.009926,136534.359375
1.000000,1.011303,0.015931,136534.687500
